run_number,timestamp,operation,time_seconds
1,2025-11-03T14:40:29.317979,get_all_annotation_tasks,0.8206789493560791
1,2025-11-03T14:40:29.317979,get_all_clip_annotations,77.076247215271
1,2025-11-03T14:40:29.317979,get_annotation_task_detail,0.3546261787414551
1,2025-11-03T14:40:29.317979,total_time,78.25163197517395
2,2025-11-03T14:41:48.973855,get_all_annotation_tasks,0.7457897663116455
2,2025-11-03T14:41:48.973855,get_all_clip_annotations,76.95340085029602
2,2025-11-03T14:41:48.973855,get_annotation_task_detail,0.04844808578491211
2,2025-11-03T14:41:48.973855,total_time,77.74768400192261
3,2025-11-03T14:43:07.997958,get_all_annotation_tasks,0.6766579151153564
3,2025-11-03T14:43:07.997958,get_all_clip_annotations,78.0347990989685
3,2025-11-03T14:43:07.997958,get_annotation_task_detail,0.04876303672790527
3,2025-11-03T14:43:07.997958,total_time,78.76026487350464
4,2025-11-03T14:44:28.038023,get_all_annotation_tasks,0.7471952438354492
4,2025-11-03T14:44:28.038023,get_all_clip_annotations,77.98017406463623
4,2025-11-03T14:44:28.038023,get_annotation_task_detail,0.04784417152404785
4,2025-11-03T14:44:28.038023,total_time,78.77525186538696
5,2025-11-03T14:45:48.102937,get_all_annotation_tasks,1.2416129112243652
5,2025-11-03T14:45:48.102937,get_all_clip_annotations,76.35465598106384
5,2025-11-03T14:45:48.102937,get_annotation_task_detail,0.48311924934387207
5,2025-11-03T14:45:48.102937,total_time,78.0794448852539
6,2025-11-03T14:47:07.548560,get_all_annotation_tasks,0.6381747722625732
6,2025-11-03T14:47:07.548560,get_all_clip_annotations,75.92664003372192
6,2025-11-03T14:47:07.548560,get_annotation_task_detail,0.04375171661376953
6,2025-11-03T14:47:07.548560,total_time,76.60861992835999
7,2025-11-03T14:48:25.430553,get_all_annotation_tasks,0.9496490955352783
7,2025-11-03T14:48:25.430553,get_all_clip_annotations,76.34012579917908
7,2025-11-03T14:48:25.430553,get_annotation_task_detail,0.044052839279174805
7,2025-11-03T14:48:25.430553,total_time,77.33387207984924
8,2025-11-03T14:49:44.038961,get_all_annotation_tasks,1.194742202758789
8,2025-11-03T14:49:44.038961,get_all_clip_annotations,76.61410927772522
8,2025-11-03T14:49:44.038961,get_annotation_task_detail,0.045416831970214844
8,2025-11-03T14:49:44.038961,total_time,77.8543119430542
9,2025-11-03T14:51:03.176209,get_all_annotation_tasks,0.6907958984375
9,2025-11-03T14:51:03.176209,get_all_clip_annotations,75.88368320465088
9,2025-11-03T14:51:03.176209,get_annotation_task_detail,0.16934919357299805
9,2025-11-03T14:51:03.176209,total_time,76.74388003349304
10,2025-11-03T14:52:21.225408,get_all_annotation_tasks,0.6392099857330322
10,2025-11-03T14:52:21.225408,get_all_clip_annotations,76.33225274085999
10,2025-11-03T14:52:21.225408,get_annotation_task_detail,0.041177988052368164
10,2025-11-03T14:52:21.225408,total_time,77.0126838684082
